spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,genus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,nameAccordingToID,created,modified,references,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Cinnamomum obtusifolium,Cinnamomum obtusifolium,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,86,1,wfo-0000604917,463310-1,Cinnamomum bejolghota,SPECIES,wfo-4000008342,(Buch.-Ham.) Sweet,Lauraceae,Cinnamomum,bejolghota,,,,Hort. Brit. 344 1826,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2721146,,TRUE,Synonym,wfo-0000605281,Cinnamomum obtusifolium
Cinnamomum tamala,Cinnamomum tamala,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,87,1,wfo-0000605467,463718-1,Cinnamomum tamala,SPECIES,wfo-4000008342,(Buch.-Ham.) T.Nees & Eberm.,Lauraceae,Cinnamomum,tamala,,,,Handb. Med.-Pharm. Bot. 2: 426 1831,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2721651,,FALSE,,,
Cinometra colimensis,Cinometra colimensis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,88,1,wfo-0000168976,,Cynometra oaxacana,SPECIES,wfo-4000010422,Brandegee,Fabaceae,Cynometra,oaxacana,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-15310,,TRUE,Synonym,wfo-0000171851,Cynometra colimensis
Citropsis articulata,Citropsis articulata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,89,1,wfo-0000607733,,Citropsis articulata,SPECIES,wfo-4000008406,(Willd. ex Spreng.) Swingle & M.Kellerm.,Rutaceae,Citropsis,articulata,,,,J. Agric. Res. 1: 433 1913,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2723794,,FALSE,,,
Citrus aurantifolia,Citrus aurantifolia,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,90,1,wfo-0001242548,59599-2,Citrus aurantiifolia,SPECIES,wfo-4000008411,(Christm.) Swingle,Rutaceae,Citrus,aurantiifolia,,,,J. Wash. Acad. Sci. 3(18): 465 1913,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-50119437,,FALSE,,,
Citrus grandis,Citrus grandis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,91,1,wfo-0000608138,30075266-2,Citrus maxima,SPECIES,wfo-4000008411,(Burm.) Merr.,Rutaceae,Citrus,maxima,,,,Interpr. Herb. Amboin. 296 1917,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2724206,,TRUE,Synonym,wfo-0000608030,Citrus grandis
Citrus hystrix,Citrus hystrix,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,92,1,wfo-0000608056,771927-1,Citrus hystrix,SPECIES,wfo-4000008411,DC.,Rutaceae,Citrus,hystrix,,,,Cat. Pl. Horti Monsp. 97 1813,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2724129,,FALSE,,,
Citrus limon,Citrus limon,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,93,1,wfo-0001133139,60454758-2,Citrus limon,SPECIES,wfo-4000008411,(L.) Osbeck,Rutaceae,Citrus,limon,,,,Reise Ostindien 250 1765,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-28101295,,FALSE,,,
Citrus limonia,Citrus limonia,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,94,1,wfo-0001133139,60454758-2,Citrus limon,SPECIES,wfo-4000008411,(L.) Osbeck,Rutaceae,Citrus,limon,,,,Reise Ostindien 250 1765,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-28101295,,TRUE,Synonym,wfo-0000608110,Citrus ×limonia
Citrus microcarpa,Citrus microcarpa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,95,1,wfo-0000608080,771939-1,Citrus japonica,SPECIES,wfo-4000008411,Thunb.,Rutaceae,Citrus,japonica,,,,Nova Acta Regiae Soc. Sci. Upsal. 3: 208 1780,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2724150,,TRUE,Synonym,wfo-0001284899,Citrus microcarpa
Citrus nobilis,Citrus nobilis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,96,1,wfo-0001132957,771998-1,Citrus nobilis,SPECIES,wfo-4000008411,Lour.,Rutaceae,Citrus,nobilis,,,,Fl. Cochinch. 2: 466 1790,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-28100682,,FALSE,,,
Citrus paradisi,Citrus paradisi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,97,1,wfo-0001242547,772019-1,Citrus paradisi,SPECIES,wfo-4000008411,Macfad.,Rutaceae,Citrus,paradisi,,,,Bot. Misc. 1: 304 1830,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-50119435,,FALSE,,,
Citrus reticulata,Citrus reticulata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,98,1,wfo-0000608241,772038-1,Citrus reticulata,SPECIES,wfo-4000008411,Blanco,Rutaceae,Citrus,reticulata,,,,Fl. Filip. 610 1837,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2724336,,FALSE,,,
Citrus sinensis,Citrus sinensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,99,1,wfo-0001249323,772052-1,Citrus sinensis,SPECIES,wfo-4000008411,(L.) Osbeck,Rutaceae,Citrus,sinensis,,,,Reise Ostindien 250–251 1765,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-50149358,,FALSE,,,
Citrus vulgaris,Citrus vulgaris,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,100,1,wfo-0001133139,60454758-2,Citrus limon,SPECIES,wfo-4000008411,(L.) Osbeck,Rutaceae,Citrus,limon,,,,Reise Ostindien 250 1765,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-28101295,,TRUE,Synonym,wfo-0000608323,Citrus ×vulgaris
Citrus vulgaris,Citrus vulgaris,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,100,2,wfo-0000607909,59600-2,Citrus ×aurantium,SPECIES,wfo-4000008411,L.,Rutaceae,Citrus,aurantium,,,,Sp. Pl. 783 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2723957,×,TRUE,Synonym,wfo-0000608324,Citrus ×vulgaris
Claoxylon arboreum,Claoxylon arboreum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,101,1,wfo-0000869298,341038-1,Claoxylon arboreum,SPECIES,wfo-4000008466,Elmer,Euphorbiaceae,Claoxylon,arboreum,,,,Leafl. Philipp. Bot. 2: 486 1908,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-41402,,FALSE,,,
Cleistanthus polystachyus,Cleistanthus polystachyus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,102,1,wfo-0000877337,341446-1,Cleistanthus polystachyus,SPECIES,wfo-4000008542,Hook.f. ex Planch.,Phyllanthaceae,Cleistanthus,polystachyus,,,,Hooker's Icon. Pl. 8: t. 779 1848,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-42176,,FALSE,,,
Cleistocalyx operculatus,Cleistocalyx operculatus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,103,1,wfo-0000319069,601984-1,Syzygium nervosum,SPECIES,wfo-4000037381,A.Cunn. ex DC.,Myrtaceae,Syzygium,nervosum,,,,Prodr. 3: 260 1828,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-199981,,TRUE,Synonym,wfo-0000878908,Cleistocalyx operculatus
Cleistopholis glauca,Cleistopholis glauca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,104,1,wfo-0000609404,72609-1,Cleistopholis glauca,SPECIES,wfo-4000008555,Pierre ex Engl. & Diels,Annonaceae,Cleistopholis,glauca,,,,Monogr. Afrik. Pflanzen-Fam. 6: 35 1901,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2725511,,FALSE,,,
Cleistopholis patens,Cleistopholis patens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,105,1,wfo-0000609410,72615-1,Cleistopholis patens,SPECIES,wfo-4000008555,(Benth.) Engl. & Diels,Annonaceae,Cleistopholis,patens,,,,Monogr. Afrik. Pflanzen-Fam. 6: 35 1901,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2725517,,FALSE,,,
Clematis meyeniana,Clematis meyeniana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,106,1,wfo-0000610273,709889-1,Clematis meyeniana,SPECIES,wfo-4000008565,Walp.,Ranunculaceae,Clematis,meyeniana,,,,Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur. 19(Suppl. 1): 297 1843,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2726340,,FALSE,,,
Clerodendrum lanuginosum,Clerodendrum lanuginosum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,107,1,wfo-0000883352,862192-1,Clerodendrum lanuginosum,SPECIES,wfo-4000008593,Blume,Lamiaceae,Clerodendrum,lanuginosum,,,,Bijdr. 810 1826,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-42755,,FALSE,,,
Clerondendrum inerme,Clerondendrum inerme,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,108,1,wfo-0000333685,866113-1,Volkameria inermis,SPECIES,wfo-4000040418,L.,Lamiaceae,Volkameria,inermis,,,,Sp. Pl. 637 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-214017,,TRUE,Synonym,wfo-0000882782,Clerodendrum inerme
Clethra lanata,Clethra lanata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,109,1,wfo-0000889173,327604-1,Clethra lanata,SPECIES,wfo-4000008596,M.Martens & Galeotti,Clethraceae,Clethra,lanata,,,,Bull. Acad. Roy. Sci. Bruxelles 9(2): 538 1842,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-43298,,FALSE,,,
Clethra lancifolia,Clethra lancifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,110,1,wfo-0000888431,,Clethra canescens var. novoguineensis,VARIETY,wfo-0000888378,(Kaneh. & Hatus.) Sleumer,Clethraceae,Clethra,canescens,novoguineensis,var.,,Bot. Jahrb. Syst. 87: 90 1967,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-43229,,TRUE,Synonym,wfo-0000889184,Clethra lancifolia
Clethra luzonica,Clethra luzonica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,111,1,wfo-0000888422,,Clethra canescens var. luzonica,VARIETY,wfo-0000888378,(Merr.) Sleumer,Clethraceae,Clethra,canescens,luzonica,var.,,Bot. Jahrb. Syst. 87: 88 1967,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-43228,,TRUE,Synonym,wfo-0000889306,Clethra luzonica
Clethra macrophylla,Clethra macrophylla,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,112,1,wfo-0000889627,60716-2,Clethra occidentalis,SPECIES,wfo-4000008596,(L.) Kuntze,Clethraceae,Clethra,occidentalis,,,,Revis. Gen. Pl. 2: 389 1891,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-43341,,TRUE,Synonym,wfo-0000889316,Clethra macrophylla
Clethra mexicana,Clethra mexicana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,113,1,wfo-0000889388,327610-1,Clethra mexicana,SPECIES,wfo-4000008596,DC.,Clethraceae,Clethra,mexicana,,,,Prodr. 7: 590 1839,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-43318,,FALSE,,,
Clethra pulgarensis,Clethra pulgarensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,114,1,wfo-0000889888,169502-1,Clethra pulgarensis,SPECIES,wfo-4000008596,Elmer,Clethraceae,Clethra,pulgarensis,,,,Leafl. Philipp. Bot. 5: 1757 1913,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-43366,,FALSE,,,
Clethra skutchii,Clethra skutchii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,115,1,wfo-0000890128,60735-2,Clethra skutchii,SPECIES,wfo-4000008596,Standl. & Steyerm.,Clethraceae,Clethra,skutchii,,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22: 260 1940",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-43388,,FALSE,,,
Cleyera japonica,Cleyera japonica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,116,1,wfo-0000611772,828636-1,Cleyera japonica,SPECIES,wfo-4000008601,Thunb.,Pentaphylacaceae,Cleyera,japonica,,,,Nov. Gen. Pl. 69 1783,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2727767,,FALSE,,,
Cleyera japonica,Cleyera japonica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,116,2,wfo-0000611783,,Cleyera japonica var. wallichiana,VARIETY,wfo-0000611772,(DC.) Sealy,Pentaphylacaceae,Cleyera,japonica,wallichiana,var.,,Bot. Mag. 163: t. 9606 1940,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2727777,,TRUE,Synonym,wfo-0000611773,Cleyera japonica
Clorophora tinctoria,Clorophora tinctoria,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,117,1,wfo-0000447821,1151750-2,Maclura tinctoria,SPECIES,wfo-4000022646,(L.) D.Don ex Steud.,Moraceae,Maclura,tinctoria,,,,"Nomencl. Bot. ed. 2, 2: 87 1841",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2501253,,TRUE,Synonym,wfo-0000603163,Chlorophora tinctoria
Clorophora tinctoria,Clorophora tinctoria,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,117,2,wfo-0000447821,1151750-2,Maclura tinctoria,SPECIES,wfo-4000022646,(L.) D.Don ex Steud.,Moraceae,Maclura,tinctoria,,,,"Nomencl. Bot. ed. 2, 2: 87 1841",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2501253,,TRUE,Synonym,wfo-0001236621,Chlorophora tinctoria
Clusia minor,Clusia minor,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,118,1,wfo-0000612323,315124-2,Clusia minor,SPECIES,wfo-4000008664,L.,Clusiaceae,Clusia,minor,,,,Sp. Pl. 510 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2728488,,FALSE,,,
Clusia rosea,Clusia rosea,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,119,1,wfo-0000612436,61583-2,Clusia rosea,SPECIES,wfo-4000008664,Jacq.,Clusiaceae,Clusia,rosea,,,,Enum. Syst. Pl. 34 1760,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2728591,,FALSE,,,
Clusia rosea,Clusia rosea,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,119,2,wfo-0000612254,427536-1,Clusia hilariana,SPECIES,wfo-4000008664,Schltdl.,Clusiaceae,Clusia,hilariana,,,,Linnaea 8: 181 1833,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2728425,,TRUE,Synonym,wfo-0000612437,Clusia rosea
Cnestidium rufescens,Cnestidium rufescens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,120,1,wfo-0000612658,264202-1,Cnestidium rufescens,SPECIES,wfo-4000008692,Planch.,Connaraceae,Cnestidium,rufescens,,,,Linnaea 23: 440 1850,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2728834,,FALSE,,,
Coccoloba belizensis,Coccoloba belizensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,121,1,wfo-0000613014,62001-2,Coccoloba belizensis,SPECIES,wfo-4000008721,Standl.,Polygonaceae,Coccoloba,belizensis,,,,Trop. Woods 16: 38 1928,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729170,,FALSE,,,
Coccoloba caracasana,Coccoloba caracasana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,122,1,wfo-0000613036,693597-1,Coccoloba caracasana,SPECIES,wfo-4000008721,Meisn.,Polygonaceae,Coccoloba,caracasana,,,,Prodr. 14: 157 1856,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729190,,FALSE,,,
Coccoloba floribunda,Coccoloba floribunda,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,123,1,wfo-0000613120,,Coccoloba floribunda,SPECIES,wfo-4000008721,(Benth.) Lindau,Polygonaceae,Coccoloba,floribunda,,,,Bot. Jahrb. Syst. 23: 217 1896,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729267,,FALSE,,,
Coccoloba hondurensis,Coccoloba hondurensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,124,1,wfo-0000613153,62103-2,Coccoloba hondurensis,SPECIES,wfo-4000008721,Lundell,Polygonaceae,Coccoloba,hondurensis,,,,Bull. Torrey Bot. Club 66: 591 1939,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729297,,FALSE,,,
Coccoloba laurifolia,Coccoloba laurifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,125,1,wfo-0000613093,693641-1,Coccoloba diversifolia,SPECIES,wfo-4000008721,Jacq.,Polygonaceae,Coccoloba,diversifolia,,,,Enum. Syst. Pl. 19 1760,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729242,,TRUE,Synonym,wfo-0000613181,Coccoloba laurifolia
Coccoloba reflexiflora,Coccoloba reflexiflora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,126,1,wfo-0000613350,62252-2,Coccoloba reflexiflora,SPECIES,wfo-4000008721,Standl.,Polygonaceae,Coccoloba,reflexiflora,,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 4: 203 1929",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729477,,FALSE,,,
Coccoloba schippii,Coccoloba schippii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,127,1,wfo-0000613103,62067-2,Coccoloba escuintlensis,SPECIES,wfo-4000008721,Lundell,Polygonaceae,Coccoloba,escuintlensis,,,,Phytologia 1: 213 1937,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729251,,TRUE,Synonym,wfo-0000613389,Coccoloba schippii
Coccoloba spicata,Coccoloba spicata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,128,1,wfo-0000613400,62287-2,Coccoloba spicata,SPECIES,wfo-4000008721,Lundell,Polygonaceae,Coccoloba,spicata,,,,Bull. Torrey Bot. Club 66: 594 1939,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729522,,FALSE,,,
Coccoloba tuerckheimii,Coccoloba tuerckheimii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,129,1,wfo-0000613434,62313-2,Coccoloba tuerckheimii,SPECIES,wfo-4000008721,Donn.Sm.,Polygonaceae,Coccoloba,tuerckheimii,,,,Bot. Gaz. 37: 213 1904,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729553,,FALSE,,,
Coccoloba tuerkheimii,Coccoloba tuerkheimii,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,130,1,wfo-0000613434,62313-2,Coccoloba tuerckheimii,SPECIES,wfo-4000008721,Donn.Sm.,Polygonaceae,Coccoloba,tuerckheimii,,,,Bot. Gaz. 37: 213 1904,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729553,,FALSE,,,
Coccoloba uvifera,Coccoloba uvifera,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,131,1,wfo-0000613437,693918-1,Coccoloba uvifera,SPECIES,wfo-4000008721,(L.) L.,Polygonaceae,Coccoloba,uvifera,,,,Syst. Nat. ed. 10 2: 1007 1759,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2729556,,FALSE,,,
Cochlospermum v,Cochlospermum v,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,132,1,wfo-4000008752,331501-2,Cochlospermum,genus,wfo-7000000074,Kunth,Bixaceae,,,,,,Nov. Gen. Sp. (quarto ed.) 5: 297. 1821[1822]. (Jun 1822),Accepted,,,1000-01-01,1000-01-01,http://www.theplantlist.org/1.1/browse/A/Bixaceae/Cochlospermum/,,FALSE,,,
Cochlospermum vitifolium,Cochlospermum vitifolium,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,133,1,wfo-0000902633,111539-1,Cochlospermum vitifolium,SPECIES,wfo-4000008752,(Willd.) Spreng.,Bixaceae,Cochlospermum,vitifolium,,,,Syst. Veg. 4(2): 206 1827,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-44555,,FALSE,,,
Cochlospermum vitifoliwn,Cochlospermum vitifoliwn,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,134,1,wfo-0000902633,111539-1,Cochlospermum vitifolium,SPECIES,wfo-4000008752,(Willd.) Spreng.,Bixaceae,Cochlospermum,vitifolium,,,,Syst. Veg. 4(2): 206 1827,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-44555,,FALSE,,,
Cococ nucifera,Cococ nucifera,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,135,1,wfo-0000903570,666160-1,Cocos nucifera,SPECIES,wfo-4000008759,L.,Arecaceae,Cocos,nucifera,,,,Sp. Pl. 1188 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-44645,,FALSE,,,
Cocos nucifera,Cocos nucifera,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,136,1,wfo-0000903570,666160-1,Cocos nucifera,SPECIES,wfo-4000008759,L.,Arecaceae,Cocos,nucifera,,,,Sp. Pl. 1188 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-44645,,FALSE,,,
Cocos nuscifera,Cocos nuscifera,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,137,1,wfo-0000903570,666160-1,Cocos nucifera,SPECIES,wfo-4000008759,L.,Arecaceae,Cocos,nucifera,,,,Sp. Pl. 1188 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-44645,,FALSE,,,
Codiaeum luzonicum,Codiaeum luzonicum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,138,1,wfo-0000904742,341831-1,Codiaeum luzonicum,SPECIES,wfo-4000008768,Merr.,Euphorbiaceae,Codiaeum,luzonicum,,,,Philipp. J. Sci. 1(Suppl.): 81 1906,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-44749,,FALSE,,,
Coelocaryon preussii,Coelocaryon preussii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,139,1,wfo-0000614109,585646-1,Coelocaryon preussii,SPECIES,wfo-4000008822,Warb.,Myristicaceae,Coelocaryon,preussii,,,,Ber. Deutsch. Bot. Ges. 13: 85 1895,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2730248,,FALSE,,,
Coffea arabica,Coffea arabica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,140,1,wfo-0000910097,747038-1,Coffea arabica,SPECIES,wfo-4000008851,L.,Rubiaceae,Coffea,arabica,,,,Sp. Pl. 172 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-45400,,FALSE,,,
Coffea arabiga,Coffea arabiga,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,141,1,wfo-0000910097,747038-1,Coffea arabica,SPECIES,wfo-4000008851,L.,Rubiaceae,Coffea,arabica,,,,Sp. Pl. 172 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-45400,,FALSE,,,
Cojoba arborea,Cojoba arborea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,142,1,wfo-0000171255,,Cojoba arborea,SPECIES,wfo-4000008875,(L.) Britton & Rose,Fabaceae,Cojoba,arborea,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-17509,,FALSE,,,
