ID,Submitted_Name,Order,Family,Genus,Species,Infrasp,Infraspecies,Authors,Status,LCVP_Accepted_Taxon,PL_Comparison,PL_Alternative,Score,Insertion,Deletion,Substitution
1358,Guarea glabra,Sapindales,Meliaceae,Guarea,glabra,species, ,Vahl,accepted,Guarea glabra Vahl,identical,,matched,0,0,0
1359,Guarea grandiflora,Sapindales,Meliaceae,Guarea,grandiflora,species, ,Steud.,synonym,Guarea grandifolia DC.,other synonym,Guarea macrophylla Vahl,matched,0,0,0
1360,Guarea grandifo,Sapindales,Meliaceae,Guarea,grandis,species, ,Wall.,synonym,Dysoxylum grande Hiern,identical,,misspelling: Epithet,1,0,1
1361,Guarea grandifolia,Sapindales,Meliaceae,Guarea,grandifolia,species, ,DC.,accepted,Guarea grandifolia DC.,synonym,Guarea guidonia (L.) Sleumer,matched,0,0,0
1362,Guarea kunthiana,Sapindales,Meliaceae,Guarea,kunthiana,species, ,A.Juss.,accepted,Guarea kunthiana A.Juss.,identical,,matched,0,0,0
1363,Guarea thompsonii,Sapindales,Meliaceae,Guarea,thompsoniae,species, ,Sprague & Hutch.,synonym,Leplaea thompsonii (Sprague & Hutch.) E.J.M.Koenen & J.J.deWilde,synonym,,misspelling: Epithet,0,1,1
1364,Guatteria amplifolia,Magnoliales,Annonaceae,Guatteria,amplifolia,species, ,Triana & Planch.,accepted,Guatteria amplifolia Triana & Planch.,identical,,matched,0,0,0
1365,Guatteria olini,Magnoliales,Annonaceae,Guatteria,blainii,species, ,(Griseb.) Urb.,accepted,Guatteria blainii (Griseb.) Urb.,identical,,misspelling: Epithet,0,2,1
1365,Guatteria olini,Magnoliales,Annonaceae,Guatteria,melinii,species, ,R.E.Fr.,accepted,Guatteria melinii R.E.Fr.,identical,,misspelling: Epithet,0,2,1
1366,Guazuma ulmifol,Malvales,Byttneriaceae,Guazuma,ulmifolia,species, ,Lam.,accepted,Guazuma ulmifolia Lam.,identical,,misspelling: Epithet,0,2,0
1367,Guazuma ulmifolia,Malvales,Byttneriaceae,Guazuma,ulmifolia,species, ,Lam.,accepted,Guazuma ulmifolia Lam.,identical,,matched,0,0,0
1368,Guettarda combsii,Gentianales,Rubiaceae,Guettarda,combsii,species, ,Urb.,accepted,Guettarda combsii Urb.,identical,,matched,0,0,0
1369,Guettarda macro,Gentianales,Rubiaceae,Guettarda,acreana,species, ,K.Krause,synonym,Stenostomum acreanum (K.Krause) Achille & Delprete,identical,,misspelling: Epithet,1,3,1
1370,Guettarda macrosperma,Gentianales,Rubiaceae,Guettarda,macrosperma,species, ,Donn.Sm.,accepted,Guettarda macrosperma Donn.Sm.,identical,,matched,0,0,0
1371,Guettarda speciosa,Gentianales,Rubiaceae,Guettarda,speciosa,species, ,L.,accepted,Guettarda speciosa L.,identical,,matched,0,0,0
1372,Guiao mindorensis,,,,,,,,,,,,Genus name not found,0,0,0
1373,Guibourtia arnoldiana,Fabales,Fabaceae,Guibourtia,arnoldiana,species, ,(DeWild. & T.Durand) J.Léonard,accepted,Guibourtia arnoldiana (DeWild. & T.Durand) J.Léonard,identical,,matched,0,0,0
1374,Guibourtia coleosperma,Fabales,Fabaceae,Guibourtia,coleosperma,species, ,(Benth.) J.Léonard,accepted,Guibourtia coleosperma (Benth.) J.Léonard,identical,,matched,0,0,0
1375,Guibourtia demeusei,Fabales,Fabaceae,Guibourtia,demeusei,species, ,(Harms) J.Léonard,accepted,Guibourtia demeusei (Harms) J.Léonard,identical,,matched,0,0,0
1376,Guibourtia tessmannii,Fabales,Fabaceae,Guibourtia,tessmannii,species, ,(Harms) J.Léonard,accepted,Guibourtia tessmannii (Harms) J.Léonard,identical,,matched,0,0,0
1377,Guiera senegalensis,Myrtales,Combretaceae,Guiera,senegalensis,species, ,J.F.Gmel.,accepted,Guiera senegalensis J.F.Gmel.,identical,,matched,0,0,0
1378,Guioa acuminata,Sapindales,Sapindaceae,Guioa,acuminata,species, ,Radlk.,accepted,Guioa acuminata Radlk.,identical,,matched,0,0,0
1379,Guioa keolreuteria,Sapindales,Sapindaceae,Guioa,koelreuteria,species, ,(Blanco) Merr.,accepted,Guioa koelreuteria (Blanco) Merr.,identical,,misspelling: Epithet,1,1,0
1380,Guioa koelreuteria,Sapindales,Sapindaceae,Guioa,koelreuteria,species, ,(Blanco) Merr.,accepted,Guioa koelreuteria (Blanco) Merr.,identical,,matched,0,0,0
1381,Guioa mindorensis,Sapindales,Sapindaceae,Guioa,mindorensis,species, ,Merr.,synonym,Guioa koelreuteria (Blanco) Merr.,identical,,matched,0,0,0
1382,Guioa pleuropteria,Sapindales,Sapindaceae,Guioa,pleuropteris,species, ,(Blume) Radlk.,accepted,Guioa pleuropteris (Blume) Radlk.,identical,,misspelling: Epithet,0,0,1
1383,Gulbourtia coleosperma,,,,,,,,,,,,Genus name not found,0,0,0
1384,Gymnanthes guatemalensis,Malpighiales,Euphorbiaceae,Gymnanthes,guatemalensis,species, ,Standl. & Steyerm.,synonym,Gymnanthes riparia (Schltdl.) Klotzsch,identical,,matched,0,0,0
1385,Gymnanthes lucida,Malpighiales,Euphorbiaceae,Gymnanthes,lucida,species, ,Sw.,accepted,Gymnanthes lucida Sw.,identical,,matched,0,0,0
1386,Gymnanthes riparia,Malpighiales,Euphorbiaceae,Gymnanthes,riparia,species, ,(Schltdl.) Klotzsch,accepted,Gymnanthes riparia (Schltdl.) Klotzsch,identical,,matched,0,0,0
1387,Gymnopodium florifundum,Caryophyllales,Polygonaceae,Gymnopodium,floribundum,species, ,Rolfe,accepted,Gymnopodium floribundum Rolfe,identical,,misspelling: Epithet,0,0,1
1388,Gymnostoma rumphiana,Fagales,Casuarinaceae,Gymnostoma,rumphianum,species, ,(Miq.) L.A.S.Johnson,accepted,Gymnostoma rumphianum (Miq.) L.A.S.Johnson,identical,,misspelling: Epithet,0,1,1
1389,Gymnostoma sumatranum,Fagales,Casuarinaceae,Gymnostoma,sumatranum,species, ,(Jungh. ex DeVriese) L.A.S.Johnson,accepted,Gymnostoma sumatranum (Jungh. ex DeVriese) L.A.S.Johnson,identical,,matched,0,0,0
1390,Gyrocarpus americanus,Laurales,Hernandiaceae,Gyrocarpus,americanus,species, ,Jacq.,accepted,Gyrocarpus americanus Jacq.,identical,,matched,0,0,0
1391,Haematostaphis barteri,Sapindales,Anacardiaceae,Haematostaphis,barteri,species, ,Hook.f.,accepted,Haematostaphis barteri Hook.f.,identical,,matched,0,0,0
1392,Haematoxylon brasiletto,,,,,,,,,,,,Genus name not found,0,0,0
1393,Haematoxylon campechianum,,,,,,,,,,,,Genus name not found,0,0,0
1394,Haematoxylum brasiletto,Fabales,Fabaceae,Haematoxylum,brasiletto,species, ,H.Karst.,synonym,Haematoxylum boreale S.Watson,synonym,,matched,0,0,0
1395,Hallea stipulosa,Gentianales,Rubiaceae,Hallea,stipulosa,species, ,(DC.) J.-F.Leroy,synonym,Mitragyna stipulosa (DC.) Kuntze,other synonym,Fleroya stipulosa (DC.) Y.F.Deng,matched,0,0,0
1396,Hamelia patens,Gentianales,Rubiaceae,Hamelia,patens,species, ,Jacq.,accepted,Hamelia patens Jacq.,identical,,matched,0,0,0
1397,Hamiltonia suaveolens,Gentianales,Rubiaceae,Hamiltonia,suaveolens,species, ,(Roxb.) Roxb.,synonym,Spermadictyon suaveolens Roxb.,identical,,matched,0,0,0
1397,Hamiltonia suaveolens,Gentianales,Rubiaceae,Hamiltonia,suaveolens,species, ,D.Don,synonym,Leptodermis lanceolata Wall.,identical,,matched,0,0,0
1398,Hampea appendic,Malvales,Malvaceae,Hampea,appendiculata,species, ,(Donn.Sm.) Standl.,accepted,Hampea appendiculata (Donn.Sm.) Standl.,identical,,misspelling: Epithet,0,5,0
1399,Hampea trilobata,Malvales,Malvaceae,Hampea,trilobata,species, ,Standl.,accepted,Hampea trilobata Standl.,identical,,matched,0,0,0
1400,Hannoa klaineana,Sapindales,Simaroubaceae,Hannoa,klaineana,species, ,Pierre & Engl.,synonym,Quassia undulata (Guill. & Perr.) D.Dietr.,other synonym,Quassia gabonensis Pierre,matched,0,0,0
1401,Haplormosia monophylla,Fabales,Fabaceae,Haplormosia,monophylla,species, ,(Harms) Harms,accepted,Haplormosia monophylla (Harms) Harms,identical,,matched,0,0,0
1402,Harpulia arborea,Sapindales,Sapindaceae,Harpullia,arborea,species, ,(Blanco) Radlk.,accepted,Harpullia arborea (Blanco) Radlk.,identical,,misspelling: Genus,0,1,0
1403,Harungana madagascariensis,Malpighiales,Hypericaceae,Harungana,madagascariensis,species, ,Lam. ex Poir.,accepted,Harungana madagascariensis Lam. ex Poir.,identical,,matched,0,0,0
1404,Harungana massaeinsis,,,,,,,,,,,,Epithet name not found,0,0,0
1405,Hasseltia flori,Malpighiales,Salicaceae,Hasseltia,floribunda,species, ,Kunth,accepted,Hasseltia floribunda Kunth,identical,,misspelling: Epithet,0,5,0
1406,Hasseltia floribunda,Malpighiales,Salicaceae,Hasseltia,floribunda,species, ,Kunth,accepted,Hasseltia floribunda Kunth,identical,,matched,0,0,0
1407,Hauya elegans,Myrtales,Onagraceae,Hauya,elegans,species, ,DC.,accepted,Hauya elegans DC.,identical,,matched,0,0,0
1408,Hedyosmum mexic,Chloranthales,Chloranthaceae,Hedyosmum,maximum,species, ,(Kuntze) K.Schum.,accepted,Hedyosmum maximum (Kuntze) K.Schum.,different authors,,misspelling: Epithet,0,2,2
1409,Hedyosmum mexicanum,Chloranthales,Chloranthaceae,Hedyosmum,mexicanum,species, ,C.Cordem.,accepted,Hedyosmum mexicanum C.Cordem.,identical,,matched,0,0,0
1410,Hedyosmun mexicanum,,,,,,,,,,,,Genus name not found,0,0,0
1411,Heeria reticulata,Sapindales,Anacardiaceae,Heeria,reticulata,species, ,(Baker.f.) Engl.,synonym,Ozoroa insignis Delile,identical,,matched,0,0,0
1412,Heinsia crinita,Gentianales,Rubiaceae,Heinsia,crinita,species, ,(Afzel.) G.Taylor,accepted,Heinsia crinita (Afzel.) G.Taylor,identical,,matched,0,0,0
1413,Heisteria parvifolia,Santalales,Erythropalaceae,Heisteria,parvifolia,species, ,Sm.,accepted,Heisteria parvifolia Sm.,identical,,matched,0,0,0
1414,Helicteres guazumaelmifol,,,,,,,,,,,,Epithet name not found,0,0,0
1415,Heliocarpus app,Malvales,Sparrmanniaceae,Heliocarpus,palmeri,species, ,S.Watson,accepted,Heliocarpus palmeri S.Watson,identical,,misspelling: Epithet,0,4,2
1416,Heliocarpus appendiculatu,Malvales,Sparrmanniaceae,Heliocarpus,appendiculatus,species, ,Turcz.,accepted,Heliocarpus appendiculatus Turcz.,identical,,misspelling: Epithet,0,1,0
1417,Heliocarpus appendiculatus,Malvales,Sparrmanniaceae,Heliocarpus,appendiculatus,species, ,Turcz.,accepted,Heliocarpus appendiculatus Turcz.,identical,,matched,0,0,0
1418,Heliocarpus donnellsmith,Malvales,Sparrmanniaceae,Heliocarpus,donnell-smithii,species, ,Rose ex Donn.Sm.,accepted,Heliocarpus donnell-smithii Rose ex Donn.Sm.,different authors,,misspelling: Epithet,0,3,0
1419,Heliocarpus mexicanus,Malvales,Sparrmanniaceae,Heliocarpus,mexicanus,species, ,(DC.) Sprague,synonym,Trichospermum mexicanum (DC.) Baill.,missing,,matched,0,0,0
1419,Heliocarpus mexicanus,Malvales,Sparrmanniaceae,Heliocarpus,mexicanus,species, ,(Turcz.) Sprague,synonym,Trichospermum mexicanum (DC.) Baill.,synonym,,matched,0,0,0
1420,Hemarthria protensa,Poales,Poaceae,Hemarthria,protensa,species, ,Steud.,accepted,Hemarthria protensa Steud.,identical,,matched,0,0,0
1421,Henriettea succosa,Myrtales,Melastomataceae,Henriettea,succosa,species, ,(Aubl.) DC.,accepted,Henriettea succosa (Aubl.) DC.,identical,,matched,0,0,0
1422,Heritiera foemes,Malvales,Sterculiaceae,Heritiera,fomes,species, ,Buch.-Ham.,accepted,Heritiera fomes Buch.-Ham.,identical,,misspelling: Epithet,1,0,0
1423,Heritiera fomes,Malvales,Sterculiaceae,Heritiera,fomes,species, ,Buch.-Ham.,accepted,Heritiera fomes Buch.-Ham.,identical,,matched,0,0,0
1424,Heritiera javanica,Malvales,Sterculiaceae,Heritiera,javanica,species, ,(Blume) Kosterm.,accepted,Heritiera javanica (Blume) Kosterm.,identical,,matched,0,0,0
1425,Heritiera littoralis,Malvales,Sterculiaceae,Heritiera,littoralis,species, ,Aiton,accepted,Heritiera littoralis Aiton,identical,,matched,0,0,0
1426,Hernandia sonora,Laurales,Hernandiaceae,Hernandia,sonora,species, ,L.,accepted,Hernandia sonora L.,identical,,matched,0,0,0
1427,Hernandia stenu,Laurales,Hernandiaceae,Hernandia,stenura,species, ,Standl.,accepted,Hernandia stenura Standl.,identical,,misspelling: Epithet,0,2,0
1428,Hernandia stenuda,Laurales,Hernandiaceae,Hernandia,stenura,species, ,Standl.,accepted,Hernandia stenura Standl.,identical,,misspelling: Epithet,0,0,1
1429,Herniangium excelsum,,,,,,,,,,,,Genus name not found,0,0,0
1430,Heterophragma adenophyllum,Lamiales,Bignoniaceae,Heterophragma,adenophyllum,species, ,(Wall. ex G.Don) Seem. ex Benth. & Hook.f.,synonym,Fernandoa adenophylla (Wall. ex G.Don) Steenis,identical,,matched,0,0,0
1431,Hevea brasiiensis,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,species, ,(Willd. ex A.Juss.) Müll.Arg.,accepted,Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,identical,,misspelling: Epithet,0,1,0
1432,Hevea brasiliensis,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,species, ,(Willd. ex A.Juss.) Müll.Arg.,accepted,Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,identical,,matched,0,0,0
1433,Hevea nitida,Malpighiales,Euphorbiaceae,Hevea,nitida,species, ,Mart. ex Müll.Arg.,accepted,Hevea nitida Mart. ex Müll.Arg.,identical,,matched,0,0,0
1434,Hexalobus crispiflorus,Magnoliales,Annonaceae,Hexalobus,crispiflorus,species, ,A.Rich.,accepted,Hexalobus crispiflorus A.Rich.,identical,,matched,0,0,0
1435,Hexalobus monopetalus,Magnoliales,Annonaceae,Hexalobus,monopetalus,species, ,(A.Rich.) Engl. & Diels,accepted,Hexalobus monopetalus (A.Rich.) Engl. & Diels,identical,,matched,0,0,0
1436,Hibiscus campylosiphon,Malvales,Malvaceae,Hibiscus,campylosiphon,species, ,Turcz.,accepted,Hibiscus campylosiphon Turcz.,synonym,Thespesia campylosiphon (Turcz.) Rolfe,matched,0,0,0
1437,Hibiscus elatus,Malvales,Malvaceae,Hibiscus,elatus,species, ,DC.,synonym,Talipariti tiliaceum (L.) Fryxell,missing,,matched,0,0,0
1437,Hibiscus elatus,Malvales,Malvaceae,Hibiscus,elatus,species, ,Sw.,synonym,Talipariti elatum (Sw.) Fryxell,synonym,,matched,0,0,0
1438,Hibiscus tileiaceus,Malvales,Malvaceae,Hibiscus,tilliaceus,species, ,L.,synonym,Talipariti tiliaceum (L.) Fryxell,synonym,,misspelling: Epithet,0,0,1
1439,Hibiscus tiliaceus,Malvales,Malvaceae,Hibiscus,tiliaceus,species, ,L.,synonym,Talipariti tiliaceum (L.) Fryxell,missing,,matched,0,0,0
1440,Hieronyma alchorneoides,Malpighiales,Phyllanthaceae,Hieronyma,alchorneoides,species, ,Allemão,accepted,Hieronyma alchorneoides Allemão,identical,,matched,0,0,0
1441,Hieronyma guatemalensis,Malpighiales,Phyllanthaceae,Hieronyma,guatemalensis,species, ,Donn.Sm.,synonym,Hieronyma oblonga (Tul.) Müll.Arg.,identical,,matched,0,0,0
1442,Hieronyma poasana,Malpighiales,Phyllanthaceae,Hieronyma,poasana,species, ,Standl.,synonym,Hieronyma oblonga (Tul.) Müll.Arg.,identical,,matched,0,0,0
1443,Hippomane mancinella,Malpighiales,Euphorbiaceae,Hippomane,mancinella,species, ,L.,accepted,Hippomane mancinella L.,identical,,matched,0,0,0
1444,Hirtella americana,Malpighiales,Chrysobalanaceae,Hirtella,americana,species, ,L.,accepted,Hirtella americana L.,identical,,matched,0,0,0
1445,Hirtella media,Malpighiales,Chrysobalanaceae,Hirtella,media,species, ,Standl.,synonym,Hirtella triandra Sw.,identical,,matched,0,0,0
1446,Hirtella racemosa,Malpighiales,Chrysobalanaceae,Hirtella,racemosa,species, ,Lam.,accepted,Hirtella racemosa Lam.,identical,,matched,0,0,0
1447,Hirtella triandra,Malpighiales,Chrysobalanaceae,Hirtella,triandra,species, ,Sw.,accepted,Hirtella triandra Sw.,identical,,matched,0,0,0
1448,Holarrhena antidysenterica,Gentianales,Apocynaceae,Holarrhena,antidysenterica,species, ,(L.) Wall. ex DC.,synonym,Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don,different authors,Holarrhena pubescens Wall. ex G.Don,matched,0,0,0
1448,Holarrhena antidysenterica,Gentianales,Apocynaceae,Holarrhena,antidysenterica,species, ,Wall.,synonym,Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don,different authors,Holarrhena pubescens Wall. ex G.Don,matched,0,0,0
1449,Holarrhena pubescence,Gentianales,Apocynaceae,Holarrhena,pubescens,species, ,(Buch.-Ham.) Wall. ex G.Don,accepted,Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don,different authors,,misspelling: Epithet,1,0,1
1450,Holigarna caustica,Sapindales,Anacardiaceae,Holigarna,caustica,species, ,(Dennst.) Oken,accepted,Holigarna caustica (Dennst.) Oken,identical,,matched,0,0,0
1451,Holoptelea grandis,Rosales,Ulmaceae,Holoptelea,grandis,species, ,(Hutch.) Mildbr.,accepted,Holoptelea grandis (Hutch.) Mildbr.,identical,,matched,0,0,0
1452,Homalanthus alpinus,Malpighiales,Euphorbiaceae,Homalanthus,alpinus,species, ,Elmer,synonym,Homalanthus fastuosus (Linden) Fern.-Vill.,identical,,matched,0,0,0
1453,Homalanthus populneus,Malpighiales,Euphorbiaceae,Homalanthus,populneus,species, ,(Geiseler) Pax,accepted,Homalanthus populneus (Geiseler) Pax,identical,,matched,0,0,0
1454,Homalia foetidum,,,,,,,,,,,,Genus name not found,0,0,0
1455,Homalium foetidum,Malpighiales,Salicaceae,Homalium,foetidum,species, ,(Roxb.) Benth.,accepted,Homalium foetidum (Roxb.) Benth.,missing,,matched,0,0,0
1456,Homalium letestui,Malpighiales,Salicaceae,Homalium,letestui,species, ,Pellegr.,accepted,Homalium letestui Pellegr.,identical,,matched,0,0,0
1457,Homalium longistylum,Malpighiales,Salicaceae,Homalium,longistylum,species, ,Mast.,accepted,Homalium longistylum Mast.,identical,,matched,0,0,0
1458,Homalium panayanum,Malpighiales,Salicaceae,Homalium,panayanum,species, ,Fern.-Vill.,accepted,Homalium panayanum Fern.-Vill.,unresolved,,matched,0,0,0
1459,Homalium racemosum,Malpighiales,Salicaceae,Homalium,racemosum,species, ,Jacq.,accepted,Homalium racemosum Jacq.,identical,,matched,0,0,0
1460,Homolanthus populneus,,,,,,,,,,,,Genus name not found,0,0,0
1461,Homonoia javense,Malpighiales,Euphorbiaceae,Homonoia,javensis,species, ,(Blume) Müll.Arg.,synonym,Spathiostemon javensis Blume,identical,,misspelling: Epithet,0,1,1
1462,Hopea acuminata,Malvales,Dipterocarpaceae,Hopea,acuminata,species, ,Merr.,accepted,Hopea acuminata Merr.,unresolved,,matched,0,0,0
1463,Hopea cagayanensis,Malvales,Dipterocarpaceae,Hopea,cagayanensis,species, ,(Foxw.) Slooten,accepted,Hopea cagayanensis (Foxw.) Slooten,unresolved,,matched,0,0,0
1464,Hopea foxworthyi,Malvales,Dipterocarpaceae,Hopea,foxworthyi,species, ,Elmer,accepted,Hopea foxworthyi Elmer,identical,,matched,0,0,0
1465,Hopea malibato,Malvales,Dipterocarpaceae,Hopea,malibato,species, ,Foxw.,accepted,Hopea malibato Foxw.,unresolved,,matched,0,0,0
1466,Hopea mindanensis,Malvales,Dipterocarpaceae,Hopea,mindanensis,species, ,Foxw.,accepted,Hopea mindanensis Foxw.,unresolved,,matched,0,0,0
1467,Hopea odorata,Malvales,Dipterocarpaceae,Hopea,odorata,species, ,Roxb.,accepted,Hopea odorata Roxb.,identical,,matched,0,0,0
1468,Hopea philippinensis,Malvales,Dipterocarpaceae,Hopea,philippinensis,species, ,Dyer,accepted,Hopea philippinensis Dyer,unresolved,,matched,0,0,0
1469,Hopea plagata,Malvales,Dipterocarpaceae,Hopea,plagata,species, ,(Blanco) S.Vidal,accepted,Hopea plagata (Blanco) S.Vidal,unresolved,,matched,0,0,0
1470,Horsefieldia costulata,,,,,,,,,,,,Genus name not found,0,0,0
1471,Horsfielda megacarpa,,,,,,,,,,,,Genus name not found,0,0,0
1472,Horsfieldia megacarpa,Magnoliales,Myristicaceae,Horsfieldia,megacarpa,species, ,Merr.,synonym,Horsfieldia costulata (Miq.) Warb.,unresolved,,matched,0,0,0
1473,Huertea cubensis,Huerteales,Tapisciaceae,Huertea,cubensis,species, ,Griseb.,accepted,Huertea cubensis Griseb.,identical,,matched,0,0,0
1474,Hura crepitans,Malpighiales,Euphorbiaceae,Hura,crepitans,species, ,L.,accepted,Hura crepitans L.,identical,,matched,0,0,0
1475,Hura polyandra,Malpighiales,Euphorbiaceae,Hura,polyandra,species, ,Baill.,accepted,Hura polyandra Baill.,identical,,matched,0,0,0
1476,Hyeromima oblonga,,,,,,,,,,,,Genus name not found,0,0,0
1477,Hyeronima alcho,,,,,,,,,,,,Genus name not found,0,0,0
1478,Hyeronima alchorneoides,,,,,,,,,,,,Genus name not found,0,0,0
1479,Hyeronima alchornoides,,,,,,,,,,,,Genus name not found,0,0,0
1480,Hyeronima oblon,,,,,,,,,,,,Genus name not found,0,0,0
1481,Hyeronima poasa,,,,,,,,,,,,Genus name not found,0,0,0
1482,Hylodendron gabonense,Malpighiales,Erythroxylaceae,Morelodendron,gabonense,species, ,Cavaco & Normand,synonym,Pinacopodium gabonense (Cavaco & Normand) Normand & Cavaco,missing,,matched,0,0,0
1483,Hylodendron gabunense,Fabales,Fabaceae,Hylodendron,gabunense,species, ,Taub.,accepted,Hylodendron gabunense Taub.,missing,,matched,0,0,0
1484,Hymenaea courbaril,Fabales,Fabaceae,Hymenaea,courbaril,species, ,L.,accepted,Hymenaea courbaril L.,identical,,matched,0,0,0
1485,Hymenocardia acida,Malpighiales,Phyllanthaceae,Hymenocardia,acida,species, ,Tul.,accepted,Hymenocardia acida Tul.,identical,,matched,0,0,0
1486,Hymenocardia heudelotii,Malpighiales,Phyllanthaceae,Hymenocardia,heudelotii,species, ,Planch. ex Müll.Arg.,accepted,Hymenocardia heudelotii Planch. ex Müll.Arg.,identical,,matched,0,0,0
1487,Hymenocardia ulmoides,Malpighiales,Phyllanthaceae,Hymenocardia,ulmoides,species, ,Oliv.,accepted,Hymenocardia ulmoides Oliv.,identical,,matched,0,0,0
1488,Hymenodictylon excelsum,,,,,,,,,,,,Genus name not found,0,0,0
1489,Hymenodictyon excelsum,Gentianales,Rubiaceae,Hymenodictyon,excelsum,species, ,(Roxb.) DC.,synonym,Hymenodictyon orixense (Roxb.) Mabb.,identical,,matched,0,0,0
1489,Hymenodictyon excelsum,Gentianales,Rubiaceae,Hymenodictyon,excelsum,species, ,(Roxb.) Wall.,synonym,Hymenodictyon orixense (Roxb.) Mabb.,identical,,matched,0,0,0
1490,Hymenolobium mesoamerican,Fabales,Fabaceae,Hymenolobium,mesoamericanum,species, ,H.C.Lima,accepted,Hymenolobium mesoamericanum H.C.Lima,identical,,misspelling: Epithet,0,2,0
1491,Hymenostegia afzelii,Fabales,Fabaceae,Hymenostegia,afzelii,species, ,(Oliv.) Harms,synonym,Annea afzelii (Oliv.) Mackinder & Wieringa,synonym,,matched,0,0,0
1492,Hyphaene thebaica,Arecales,Arecaceae,Hyphaene,thebaica,species, ,(L.) Mart.,accepted,Hyphaene thebaica (L.) Mart.,identical,,matched,0,0,0
1493,Hyphaene ventricosa,Arecales,Arecaceae,Hyphaene,ventricosa,species, ,J.Kirk,synonym,Hyphaene petersiana Klotzsch ex Mart.,identical,,matched,0,0,0
1494,Hypodaphnis zenkeri,Laurales,Lauraceae,Hypodaphnis,zenkeri,species, ,(Engl.) Stapf,accepted,Hypodaphnis zenkeri (Engl.) Stapf,missing,,matched,0,0,0
1495,Ilex discolor,Aquifoliales,Aquifoliaceae,Ilex,discolor,species, ,Hemsl.,accepted,Ilex discolor Hemsl.,identical,,matched,0,0,0
1496,Ilex guianense,Aquifoliales,Aquifoliaceae,Ilex,guianensis,species, ,(Aubl.) Kuntze,accepted,Ilex guianensis (Aubl.) Kuntze,identical,,misspelling: Epithet,0,1,1
1497,Ilex guianensis,Aquifoliales,Aquifoliaceae,Ilex,guianensis,species, ,(Aubl.) Kuntze,accepted,Ilex guianensis (Aubl.) Kuntze,identical,,matched,0,0,0
1498,Ilex liekmanii,Aquifoliales,Aquifoliaceae,Ilex,liebmannii,species, ,Standl.,accepted,Ilex liebmannii Standl.,identical,,misspelling: Epithet,0,1,1
1499,Ilex pulogensis,Aquifoliales,Aquifoliaceae,Ilex,pulogensis,species, ,Merr.,synonym,Ilex malaccensis Loes.,unresolved,,matched,0,0,0
1500,Ilex tectonica,Aquifoliales,Aquifoliaceae,Ilex,tectonica,species, ,W.J.Hahn,accepted,Ilex tectonica W.J.Hahn,identical,,matched,0,0,0
1501,Imperata cylindrica,Poales,Poaceae,Imperata,cylindrica,species, ,(L.) Raeusch.,accepted,Imperata cylindrica (L.) Raeusch.,identical,,matched,0,0,0
1502,Indigofera rhynchocarpa,Fabales,Fabaceae,Indigofera,rhynchocarpa,species, ,Baker,accepted,Indigofera rhynchocarpa Baker,identical,,matched,0,0,0
1503,Inga coruscans,Fabales,Fabaceae,Inga,coruscans,species, ,Willd.,accepted,Inga coruscans Willd.,identical,,matched,0,0,0
1504,Inga densiflora,Fabales,Fabaceae,Inga,densiflora,species, ,Benth.,accepted,Inga densiflora Benth.,identical,,matched,0,0,0
1505,Inga fagifolia,Fabales,Fabaceae,Inga,fagifolia,species, ,(L.) Willd. ex Benth.,synonym,Inga laurina (Sw.) Willd.,identical,,matched,0,0,0
1505,Inga fagifolia,Fabales,Fabaceae,Inga,fagifolia,species, ,G.Don.,synonym,Inga ruiziana G.Don,identical,,matched,0,0,0
1506,Inga laurina,Fabales,Fabaceae,Inga,laurina,species, ,(Sw.) Willd.,accepted,Inga laurina (Sw.) Willd.,identical,,matched,0,0,0
1507,Inga leiocalyci,Fabales,Fabaceae,Caragana,leiocalycina,species, ,(Hub.-Mor.) Hub.-Mor.,accepted,Caragana leiocalycina (Hub.-Mor.) Hub.-Mor.,identical,,misspelling: Epithet,0,2,0
1507,Inga leiocalyci,Fabales,Fabaceae,Inga,leiocalycina,species, ,Benth.,accepted,Inga leiocalycina Benth.,identical,,misspelling: Epithet,0,2,0
1508,Inga leptoloba,Fabales,Fabaceae,Inga,leptoloba,species, ,Schltdl.,synonym,Inga punctata Willd.,identical,,matched,0,0,0
1509,Inga micheliana,Fabales,Fabaceae,Inga,micheliana,species, ,Harms,accepted,Inga micheliana Harms,identical,,matched,0,0,0
1510,Inga paterna,Fabales,Fabaceae,Inga,paterno,species, ,Harms,accepted,Inga paterno Harms,identical,,misspelling: Epithet,0,0,1
1511,Inga paterno,Fabales,Fabaceae,Inga,paterno,species, ,Harms,accepted,Inga paterno Harms,identical,,matched,0,0,0
1512,Inga punctata,Fabales,Fabaceae,Inga,punctata,species, ,Willd.,accepted,Inga punctata Willd.,identical,,matched,0,0,0
1513,Inga sapindoides,Fabales,Fabaceae,Inga,sapindoides,species, ,Willd.,accepted,Inga sapindoides Willd.,identical,,matched,0,0,0
