ID,Submitted_Name,Order,Family,Genus,Species,Infrasp,Infraspecies,Authors,Status,LCVP_Accepted_Taxon,PL_Comparison,PL_Alternative,Score,Insertion,Deletion,Substitution
739,Combretum imberbe,Myrtales,Combretaceae,Combretum,imberbe,species, ,Wawra,accepted,Combretum imberbe Wawra,identical,,matched,0,0,0
740,Combretum lamprocarpum,Myrtales,Combretaceae,Combretum,lamprocarpum,species, ,Diels,synonym,Combretum collinum Fresen.,identical,,matched,0,0,0
741,Combretum molle,Myrtales,Combretaceae,Combretum,molle,species, ,R.Br. ex G.Don,accepted,Combretum molle R.Br. ex G.Don,identical,,matched,0,0,0
742,Combretum mossambicense,Myrtales,Combretaceae,Combretum,mossambicense,species, ,(Klotzsch) Engl.,accepted,Combretum mossambicense (Klotzsch) Engl.,identical,,matched,0,0,0
743,Combretum nigricans,Myrtales,Combretaceae,Combretum,nigricans,species, ,Lepr. ex Guill. & Perr.,accepted,Combretum nigricans Lepr. ex Guill. & Perr.,identical,,matched,0,0,0
744,Combretum psidioides,Myrtales,Combretaceae,Combretum,psidioides,species, ,Welw.,accepted,Combretum psidioides Welw.,identical,,matched,0,0,0
745,Combretum senegalensis,,,,,,,,,,,,Epithet name not found,0,0,0
746,Combretum zeyheri,Myrtales,Combretaceae,Combretum,zeyheri,species, ,Sond.,accepted,Combretum zeyheri Sond.,identical,,matched,0,0,0
747,Commersonia bartramia,Malvales,Byttneriaceae,Commersonia,bartramia,species, ,(L.) Merr.,accepted,Commersonia bartramia (L.) Merr.,identical,,matched,0,0,0
748,Commiphora africana,Sapindales,Burseraceae,Commiphora,africana,species, ,(A.Rich.) Endl.,accepted,Commiphora africana (A.Rich.) Endl.,identical,,matched,0,0,0
749,Commiphora glaucescens,Sapindales,Burseraceae,Commiphora,glaucescens,species, ,Engl.,accepted,Commiphora glaucescens Engl.,identical,,matched,0,0,0
750,Commiphora mollis,Sapindales,Burseraceae,Commiphora,mollis,species, ,(Oliv.) Engl.,accepted,Commiphora mollis (Oliv.) Engl.,identical,,matched,0,0,0
751,Commiphora pedunculata,Sapindales,Burseraceae,Commiphora,pedunculata,species, ,(Kotschy & Peyr.) Engl.,accepted,Commiphora pedunculata (Kotschy & Peyr.) Engl.,identical,,matched,0,0,0
752,Comphostema javanicum,,,,,,,,,,,,Genus name not found,0,0,0
753,Comptostemon philippinense,,,,,,,,,,,,Genus name not found,0,0,0
754,Conceveiba plei,Malpighiales,Euphorbiaceae,Conceveiba,poeppigiana,species, ,Klotzsch ex Pax & K.Hoffm.,synonym,Aparisthmium cordatum (A.Juss.) Baill.,identical,,misspelling: Epithet,0,7,1
755,Conocarpus erecta,Myrtales,Combretaceae,Conocarpus,erectus,species, ,L.,accepted,Conocarpus erectus L.,identical,,misspelling: Epithet,0,1,1
756,Conostegia xalapensis,Myrtales,Melastomataceae,Conostegia,xalapensis,species, ,(Kunth) D.Don ex DC.,accepted,Conostegia xalapensis (Kunth) D.Don ex DC.,identical,,matched,0,0,0
757,Copaifera aromatica,Fabales,Fabaceae,Copaifera,aromatica,species, ,Dwyer,accepted,Copaifera aromatica Dwyer,identical,,matched,0,0,0
758,Copaifera mildbraedii,Fabales,Fabaceae,Copaifera,mildbraedii,species, ,Harms,accepted,Copaifera mildbraedii Harms,identical,,matched,0,0,0
759,Copaifera religiosa,Fabales,Fabaceae,Copaifera,religiosa,species, ,J.Léonard,accepted,Copaifera religiosa J.Léonard,identical,,matched,0,0,0
760,Corchorus capsularis,Malvales,Sparrmanniaceae,Corchorus,capsularis,species, ,L.,accepted,Corchorus capsularis L.,identical,,matched,0,0,0
761,Cordia africana,Boraginales,Cordiaceae,Cordia,africana,species, ,Lam.,accepted,Cordia africana Lam.,identical,,matched,0,0,0
762,Cordia alba,Boraginales,Cordiaceae,Cordia,alba,species, ,(Jacq.) Roem. & Schult.,synonym,Varronia alba Jacq.,synonym,,matched,0,0,0
763,Cordia alliodor,Boraginales,Cordiaceae,Cordia,alliodora,species, ,(Ruiz & Pav.) Oken,accepted,Cordia alliodora (Ruiz & Pav.) Oken,identical,,misspelling: Epithet,0,1,0
764,Cordia alliodora,Boraginales,Cordiaceae,Cordia,alliodora,species, ,(Ruiz & Pav.) Oken,accepted,Cordia alliodora (Ruiz & Pav.) Oken,identical,,matched,0,0,0
765,Cordia aspera,Boraginales,Cordiaceae,Cordia,aspera,species, ,G.Forst.,accepted,Cordia aspera G.Forst.,identical,,matched,0,0,0
766,Cordia aurantiaca,Boraginales,Cordiaceae,Cordia,aurantiaca,species, ,Baker,accepted,Cordia aurantiaca Baker,identical,,matched,0,0,0
767,Cordia bicolor,Boraginales,Cordiaceae,Cordia,bicolor,species, ,DC.,accepted,Cordia bicolor DC.,identical,,matched,0,0,0
768,Cordia collococca,Boraginales,Cordiaceae,Cordia,collococca,species, ,L.,accepted,Cordia collococca L.,identical,,matched,0,0,0
769,Cordia dentata,Boraginales,Cordiaceae,Cordia,dentata,species, ,Poir.,accepted,Cordia dentata Poir.,synonym,Cordia alba (Jacq.) Roem. & Schult.,matched,0,0,0
770,Cordia dichotoma,Boraginales,Cordiaceae,Cordia,dichotoma,species, ,G.Forst.,accepted,Cordia dichotoma G.Forst.,identical,,matched,0,0,0
771,Cordia diversifolia,Boraginales,Cordiaceae,Cordia,diversifolia,species, ,Pav. ex DC.,accepted,Cordia diversifolia Pav. ex DC.,identical,,matched,0,0,0
772,Cordia dodecandra,Boraginales,Cordiaceae,Cordia,dodecandra,species, ,DC.,accepted,Cordia dodecandra DC.,identical,,matched,0,0,0
773,Cordia gerascanthus,Boraginales,Cordiaceae,Cordia,gerascanthus,species, ,L.,accepted,Cordia gerascanthus L.,identical,,matched,0,0,0
774,Cordia glabra,Boraginales,Cordiaceae,Cordia,glabra,species, ,Cham.,synonym,Cordia collococca L.,missing,,matched,0,0,0
774,Cordia glabra,Boraginales,Ehretiaceae,Cordia,glabra,species, ,L.,synonym,Bourreria succulenta Jacq.,other synonym,Bourreria baccata Raf.,matched,0,0,0
775,Cordia globosa,Boraginales,Cordiaceae,Cordia,globosa,species, ,(Jacq.) Kunth,synonym,Varronia globosa Jacq.,other synonym,Cordia bullata (L.) Roem. & Schult.,matched,0,0,0
775,Cordia globosa,Boraginales,Cordiaceae,Cordia,globosa,species, ,Andrieux ex DC.,synonym,Varronia oaxacana (DC.) Friesen,other synonym,Cordia oaxacana DC.,matched,0,0,0
776,Cordia megalant,Boraginales,Cordiaceae,Cordia,megalantha,species, ,S.F.Blake,accepted,Cordia megalantha S.F.Blake,identical,,misspelling: Epithet,0,2,0
777,Cordia nitida,Boraginales,Cordiaceae,Cordia,nitida,species, ,Vahl ex H.West,synonym,Cordia laevigata Lam.,identical,,matched,0,0,0
777,Cordia nitida,Boraginales,Cordiaceae,Cordia,nitida,species, ,Willd. ex Roem. & Schult.,unresolved,unresolved,identical,,matched,0,0,0
778,Cordia platythyrsa,Boraginales,Cordiaceae,Cordia,platythyrsa,species, ,Baker,accepted,Cordia platythyrsa Baker,identical,,matched,0,0,0
779,Cordia truncatifolia,Boraginales,Cordiaceae,Cordia,truncatifolia,species, ,Bartlett,accepted,Cordia truncatifolia Bartlett,identical,,matched,0,0,0
780,Cordyline fruticosa,Asparagales,Laxmanniaceae,Cordyline,fruticosa,species, ,(L.) A.Chev.,accepted,Cordyline fruticosa (L.) A.Chev.,identical,,matched,0,0,0
781,Cornus australis,Cornales,Cornaceae,Cornus,australis,species, ,C.A.Mey.,synonym,Cornus sanguinea L.,identical,,matched,0,0,0
782,Cornus disciflo,Cornales,Cornaceae,Cornus,disciflora,species, ,Sessé & Moc. ex DC.,accepted,Cornus disciflora Sessé & Moc. ex DC.,identical,,misspelling: Epithet,0,2,0
783,Cornus disciflora,Cornales,Cornaceae,Cornus,disciflora,species, ,Sessé & Moc. ex DC.,accepted,Cornus disciflora Sessé & Moc. ex DC.,identical,,matched,0,0,0
784,Cornutia grandifolia,Lamiales,Lamiaceae,Cornutia,grandifolia,species, ,(Cham. & Schltdl.) Schauer,synonym,Cornutia pyramidata L.,identical,,matched,0,0,0
785,Cornutia lilacina var. velutina,Lamiales,Lamiaceae,Cornutia,lilacina,var.,velutina,Moldenke,synonym,Cornutia pyramidata L.,identical,,matched,0,0,0
786,Corynanthe pachyceras,Gentianales,Rubiaceae,Corynanthe,pachyceras,species, ,K.Schum.,accepted,Corynanthe pachyceras K.Schum.,identical,,matched,0,0,0
787,Corypha elata,Arecales,Arecaceae,Corypha,elata,species, ,Roxb.,synonym,Corypha utan Lam.,identical,,matched,0,0,0
788,Corypha utan,Arecales,Arecaceae,Corypha,utan,species, ,Lam.,accepted,Corypha utan Lam.,identical,,matched,0,0,0
789,Costus speciosus,Zingiberales,Costaceae,Costus,speciosus,species, ,(J.Koenig) Sm.,synonym,Cheilocostus speciosus (J.Koenig) C.D.Specht,identical,,matched,0,0,0
790,Coula edulis,Santalales,Coulaceae,Coula,edulis,species, ,Baill.,accepted,Coula edulis Baill.,identical,,matched,0,0,0
791,Couma macrocarp,Canellales,Canellaceae,Cinnamosma,macrocarpa,species, ,H.Perrier,accepted,Cinnamosma macrocarpa H.Perrier,identical,,misspelling: Epithet,0,1,0
791,Couma macrocarp,Gentianales,Rubiaceae,Coprosma,macrocarpa,species, ,Cheeseman,accepted,Coprosma macrocarpa Cheeseman,identical,,misspelling: Epithet,0,1,0
791,Couma macrocarp,Gentianales,Apocynaceae,Couma,macrocarpa,species, ,Barb.Rodr.,accepted,Couma macrocarpa Barb.Rodr.,identical,,misspelling: Epithet,0,1,0
791,Couma macrocarp,Ericales,Sapotaceae,Pleioluma,macrocarpa,species, ,(P.Royen) Swenson,accepted,Pleioluma macrocarpa (P.Royen) Swenson,missing,,misspelling: Epithet,0,1,0
792,Coupia glabra,,,,,,,,,,,,Genus name not found,0,0,0
793,Couroupita nicaraguensis,Ericales,Lecythidaceae,Couroupita,nicaraguarensis,species, ,DC.,accepted,Couroupita nicaraguarensis DC.,identical,,misspelling: Epithet,0,2,0
794,Coussapoa oligocephala,Rosales,Urticaceae,Coussapoa,oligocephala,species, ,Donn.Sm.,accepted,Coussapoa oligocephala Donn.Sm.,identical,,matched,0,0,0
795,Coussapoa panamensis,Rosales,Urticaceae,Coussapoa,panamensis,species, ,Pittier,synonym,Coussapoa villosa Poepp. & Endl.,identical,,matched,0,0,0
796,Craibia affinis,Fabales,Fabaceae,Craibia,affinis,species, ,(DeWild.) DeWild.,accepted,Craibia affinis (DeWild.) DeWild.,identical,,matched,0,0,0
797,Crataegus azerolus,Rosales,Rosaceae,Crataegus,azarolus,species, ,L.,accepted,Crataegus azarolus L.,identical,,misspelling: Epithet,0,0,1
798,Crataegus mexicana,Rosales,Rosaceae,Crataegus,mexicana,species, ,Sessé & Moc. ex DC.,accepted,Crataegus mexicana Sessé & Moc. ex DC.,identical,,matched,0,0,0
799,Crataegus stipulosa,Rosales,Rosaceae,Crataegus,stipulosa,species, ,(Kunth) Steud.,synonym,Crataegus mexicana Sessé & Moc. ex DC.,other synonym,Crataegus pubescens forma stipulacea Stapf ,matched,0,0,0
800,Crataegus turktstan,Rosales,Rosaceae,Crataegus,turkestanica,species, ,Pojark. ex Nevski,synonym,Crataegus pseudoheterophylla Pojark.,different authors,Crataegus pseudoheterophylla Pojark.,misspelling: Epithet,0,3,1
801,Crataera tapira,,,,,,,,,,,,Genus name not found,0,0,0
802,Crataeva magna,,,,,,,,,,,,Genus name not found,0,0,0
803,Crataeva nurvala,,,,,,,,,,,,Genus name not found,0,0,0
804,Crataeva tapia,,,,,,,,,,,,Genus name not found,0,0,0
805,Crateagus monogyna,,,,,,,,,,,,Genus name not found,0,0,0
806,Cratoxylum blancoi,Malpighiales,Hypericaceae,Cratoxylum,blancoi,species, ,Blume,synonym,Cratoxylum sumatranum (Jack) Blume,identical,,matched,0,0,0
807,Cratoxylum celebicum,Malpighiales,Hypericaceae,Cratoxylum,celebicum,species, ,Blume,synonym,Cratoxylum sumatranum (Jack) Blume,unresolved,,matched,0,0,0
808,Cratoxylum formosum,Malpighiales,Hypericaceae,Cratoxylum,formosum,species, ,(Jack) Benth. & Hook.f. ex Dyer,accepted,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,different authors,,matched,0,0,0
809,Cratoxylum sumatranum,Malpighiales,Hypericaceae,Cratoxylum,sumatranum,species, ,(Jack) Blume,accepted,Cratoxylum sumatranum (Jack) Blume,identical,,matched,0,0,0
810,Crescentia alata,Lamiales,Bignoniaceae,Crescentia,alata,species, ,Kunth,accepted,Crescentia alata Kunth,identical,,matched,0,0,0
811,Crescentia cujete,Lamiales,Bignoniaceae,Crescentia,cujete,species, ,L.,accepted,Crescentia cujete L.,identical,,matched,0,0,0
812,Crisobalanus icaco,,,,,,,,,,,,Genus name not found,0,0,0
813,Crossopteryx febrifuga,Gentianales,Rubiaceae,Crossopteryx,febrifuga,species, ,(Afzel. ex G.Don) Benth.,accepted,Crossopteryx febrifuga (Afzel. ex G.Don) Benth.,identical,,matched,0,0,0
814,Crosspetalum ta,,,,,,,,,,,,Genus name not found,0,0,0
815,Croton brieyi,Malpighiales,Euphorbiaceae,Croton,brieyi,species, ,DeWild.,accepted,Croton brieyi DeWild.,identical,,matched,0,0,0
816,Croton draco,Malpighiales,Euphorbiaceae,Croton,draco,species, ,Schltdl.,accepted,Croton draco Schltdl.,identical,,matched,0,0,0
817,Croton gossypiifolius,Malpighiales,Euphorbiaceae,Croton,gossypiifolius,species, ,Vahl,accepted,Croton gossypiifolius Vahl,identical,,matched,0,0,0
818,Croton guatemalensis,Malpighiales,Euphorbiaceae,Croton,guatemalensis,species, ,Lotsy,accepted,Croton guatemalensis Lotsy,identical,,matched,0,0,0
819,Croton heterocarpus,Malpighiales,Euphorbiaceae,Croton,heterocarpus,species, ,Müll.Arg.,accepted,Croton heterocarpus Müll.Arg.,identical,,matched,0,0,0
820,Croton leiophyllus,Malpighiales,Euphorbiaceae,Croton,leiophyllus,species, ,Müll.Arg.,accepted,Croton leiophyllus Müll.Arg.,identical,,matched,0,0,0
821,Croton macrodontus,Malpighiales,Euphorbiaceae,Croton,macrodontus,species, ,Müll.Arg.,accepted,Croton macrodontus Müll.Arg.,identical,,matched,0,0,0
822,Croton macrophyllus,Malpighiales,Euphorbiaceae,Croton,macrophyllus,species, ,Chantrier ex André,synonym,Codiaeum variegatum (L.) Rumph. ex A.Juss.,missing,,matched,0,0,0
822,Croton macrophyllus,Malpighiales,Euphorbiaceae,Croton,macrophyllus,species, ,Sw.,synonym,Lasiocroton macrophyllus (Sw.) Griseb.,identical,,matched,0,0,0
823,Croton macrostachyus,Malpighiales,Euphorbiaceae,Croton,macrostachyus,species, ,Hochst. ex Delile,accepted,Croton macrostachyus Hochst. ex Delile,identical,,matched,0,0,0
824,Croton niveus,Malpighiales,Euphorbiaceae,Croton,niveus,species, ,Jacq.,accepted,Croton niveus Jacq.,identical,,matched,0,0,0
825,Croton oligandrum,Malpighiales,Euphorbiaceae,Croton,oligandrus,species, ,Pierre ex Hutch.,accepted,Croton oligandrus Pierre ex Hutch.,identical,,misspelling: Epithet,0,0,1
826,Croton panamensis,Malpighiales,Euphorbiaceae,Croton,panamensis,species, ,(Klotzsch) Müll.Arg.,synonym,Croton draco Schltdl.,identical,,matched,0,0,0
827,Croton peraeruginosus,Malpighiales,Euphorbiaceae,Croton,peraeruginosus,species, ,Croizat,accepted,Croton peraeruginosus Croizat,identical,,matched,0,0,0
828,Croton reflexifolius,Malpighiales,Euphorbiaceae,Croton,reflexifolius,species, ,Kunth,accepted,Croton reflexifolius Kunth,identical,,matched,0,0,0
829,Croton schiedea,Malpighiales,Euphorbiaceae,Croton,schiedeanus,species, ,Schltdl.,accepted,Croton schiedeanus Schltdl.,identical,,misspelling: Epithet,0,3,0
830,Croton schiedeanus,Malpighiales,Euphorbiaceae,Croton,schiedeanus,species, ,Schltdl.,accepted,Croton schiedeanus Schltdl.,identical,,matched,0,0,0
831,Croton tiglium,Malpighiales,Euphorbiaceae,Croton,tiglium,species, ,L.,accepted,Croton tiglium L.,identical,,matched,0,0,0
832,Croton xalapensis,Malpighiales,Euphorbiaceae,Croton,xalapensis,species, ,Kunth,accepted,Croton xalapensis Kunth,identical,,matched,0,0,0
833,Crudia gabonensis,Fabales,Fabaceae,Crudia,gabonensis,species, ,Harms,accepted,Crudia gabonensis Harms,identical,,matched,0,0,0
834,Cryosophila alb,Arecales,Arecaceae,Cryosophila,albida,species, ,Bartlett,synonym,Cryosophila warszewiczii (H.Wendl.) Bartlett,identical,,misspelling: Epithet,0,3,0
835,Crypteronia paniculata,Myrtales,Crypteroniaceae,Crypteronia,paniculata,species, ,Blume,accepted,Crypteronia paniculata Blume,identical,,matched,0,0,0
836,Cryptocarya ampla,Laurales,Lauraceae,Cryptocarya,ampla,species, ,Merr.,accepted,Cryptocarya ampla Merr.,identical,,matched,0,0,0
837,Cryptocarya foxworthyi,Laurales,Lauraceae,Cryptocarya,foxworthyi,species, ,Elmer,synonym,Cryptocarya euphlebia Merr.,synonym,,matched,0,0,0
838,Cryptocarya lauriflora,Laurales,Lauraceae,Cryptocarya,lauriflora,species, ,(Blanco) Merr.,synonym,Eusideroxylon zwageri Teijsm. & Binn.,synonym,,matched,0,0,0
839,Cryptocarya oligocarpa,Laurales,Lauraceae,Cryptocarya,oligocarpa,species, ,Merr.,accepted,Cryptocarya oligocarpa Merr.,identical,,matched,0,0,0
840,Cryptosepalum exfoliatum,Fabales,Fabaceae,Cryptosepalum,exfoliatum,species, ,DeWild.,accepted,Cryptosepalum exfoliatum DeWild.,identical,,matched,0,0,0
841,Cryptosepalum maraviense,Fabales,Fabaceae,Cryptosepalum,maraviense,species, ,Oliv.,accepted,Cryptosepalum maraviense Oliv.,identical,,matched,0,0,0
842,Cryptosepalum pseudotaxus,Fabales,Fabaceae,Cryptosepalum,pseudotaxus,species, ,Baker.f.,synonym,Cryptosepalum exfoliatum DeWild.,identical,,matched,0,0,0
843,Cubilia cubili,Sapindales,Sapindaceae,Cubilia,cubili,species, ,(Blanco) Adelb.,accepted,Cubilia cubili (Blanco) Adelb.,identical,,matched,0,0,0
844,Cupania belicensis,Sapindales,Sapindaceae,Cupania,belizensis,species, ,Standl.,accepted,Cupania belizensis Standl.,identical,,misspelling: Epithet,0,0,1
845,Cupania cinerea,Sapindales,Sapindaceae,Cupania,cinerea,species, ,Poepp.,accepted,Cupania cinerea Poepp.,identical,,matched,0,0,0
846,Cupania cubensis,Sapindales,Sapindaceae,Cupania,cubensis,species, ,M.Gómez & Molinet,synonym,Cupania juglandifolia A.Rich.,identical,,matched,0,0,0
847,Cupania dentata,Sapindales,Sapindaceae,Cupania,dentata,species, ,Sessé & Moc. ex DC.,accepted,Cupania dentata Sessé & Moc. ex DC.,identical,,matched,0,0,0
848,Cupania glabra,Sapindales,Sapindaceae,Cupania,glabra,species, ,Sw.,accepted,Cupania glabra Sw.,identical,,matched,0,0,0
849,Cupania guatemalensis,Sapindales,Sapindaceae,Cupania,guatemalensis,species, ,(Turcz.) Radlk.,accepted,Cupania guatemalensis (Turcz.) Radlk.,identical,,matched,0,0,0
850,Cupania macrophylla,Sapindales,Sapindaceae,Cupania,macrophylla,species, ,A.Rich.,synonym,Cupania juglandifolia A.Rich.,identical,,matched,0,0,0
850,Cupania macrophylla,Sapindales,Sapindaceae,Cupania,macrophylla,species, ,Mart.,synonym,Talisia macrophylla (Mart.) Radlk.,identical,,matched,0,0,0
851,Cupania prisca,Sapindales,Sapindaceae,Cupania,prisca,species, ,Standl.,synonym,Blomia prisca (Standl.) Lundell,unresolved,,matched,0,0,0
852,Cupressus lusitanica,Pinales,Cupressaceae,Cupressus,lusitanica,species, ,Mill.,synonym,Hesperocyparis lusitanica (Mill.) Bartel,synonym,,matched,0,0,0
853,Cupressus sempervirens,Pinales,Cupressaceae,Cupressus,sempervirens,species, ,L.,accepted,Cupressus sempervirens L.,identical,,matched,0,0,0
854,Curatella americana,Dilleniales,Dilleniaceae,Curatella,americana,species, ,L.,accepted,Curatella americana L.,identical,,matched,0,0,0
855,Curculigo orchioides,Asparagales,Hypoxidaceae,Curculigo,orchioides,species, ,Gaertn.,accepted,Curculigo orchioides Gaertn.,identical,,matched,0,0,0
856,Curcuma longa,Zingiberales,Zingiberaceae,Curcuma,longa,species, ,L.,accepted,Curcuma longa L.,identical,,matched,0,0,0
857,Cussonia altissima,,,,,,,,,,,,Epithet name not found,0,0,0
858,Cussonia arborea,Apiales,Araliaceae,Cussonia,arborea,species, ,Hochst. ex A.Rich.,accepted,Cussonia arborea Hochst. ex A.Rich.,identical,,matched,0,0,0
859,Cussonia barteri,Apiales,Araliaceae,Cussonia,barteri,species, ,Seem.,synonym,Cussonia arborea Hochst. ex A.Rich.,identical,,matched,0,0,0
860,Cussonia spicata,Apiales,Araliaceae,Cussonia,spicata,species, ,Thunb.,accepted,Cussonia spicata Thunb.,identical,,matched,0,0,0
861,Cutanea guatemalensis,,,,,,,,,,,,Genus name not found,0,0,0
862,Cyathocalyx globosus,Magnoliales,Annonaceae,Cyathocalyx,globosus,species, ,Merr.,accepted,Cyathocalyx globosus Merr.,identical,,matched,0,0,0
863,Cybastax donnellsmithii,,,,,,,,,,,,Genus name not found,0,0,0
864,Cylicodiscus gabonensis,Fabales,Fabaceae,Cylicodiscus,gabunensis,species, ,Harms,accepted,Cylicodiscus gabunensis Harms,identical,,misspelling: Epithet,0,0,1
865,Cylicodiscus gabunensis,Fabales,Fabaceae,Cylicodiscus,gabunensis,species, ,Harms,accepted,Cylicodiscus gabunensis Harms,identical,,matched,0,0,0
866,Cylicomorpha solmsii,Brassicales,Caricaceae,Cylicomorpha,solmsii,species, ,(Urb.) Urb.,accepted,Cylicomorpha solmsii (Urb.) Urb.,identical,,matched,0,0,0
867,Cymbopetalum penduliflorum,Magnoliales,Annonaceae,Cymbopetalum,penduliflorum,species, ,(Dunal) Baill.,accepted,Cymbopetalum penduliflorum (Dunal) Baill.,identical,,matched,0,0,0
868,Cymbopogon citratus,Poales,Poaceae,Cymbopogon,citratus,species, ,(DC.) Stapf,accepted,Cymbopogon citratus (DC.) Stapf,identical,,matched,0,0,0
869,Cynometra elmeri,Fabales,Fabaceae,Cynometra,elmeri,species, ,Merr.,accepted,Cynometra elmeri Merr.,identical,,matched,0,0,0
870,Cynometra hankei,Fabales,Fabaceae,Cynometra,hankei,species, ,Harms,accepted,Cynometra hankei Harms,identical,,matched,0,0,0
871,Cynometra lujae,Fabales,Fabaceae,Cynometra,lujae,species, ,DeWild.,accepted,Cynometra lujae DeWild.,identical,,matched,0,0,0
872,Cynometra mannii,Fabales,Fabaceae,Cynometra,mannii,species, ,Oliv.,accepted,Cynometra mannii Oliv.,identical,,matched,0,0,0
873,Cynometra ramiflora,Fabales,Fabaceae,Cynometra,ramiflora,species, ,L.,accepted,Cynometra ramiflora L.,identical,,matched,0,0,0
874,Cynometra relusa,Fabales,Fabaceae,Cynometra,retusa,species, ,Britton & Rose,accepted,Cynometra retusa Britton & Rose,identical,,misspelling: Epithet,0,0,1
875,Cynometra retusa,Fabales,Fabaceae,Cynometra,retusa,species, ,Britton & Rose,accepted,Cynometra retusa Britton & Rose,identical,,matched,0,0,0
